Task;Frame;ActiveVelocityDistance;ActiveAccelerationX;ActiveAccelerationY;ActiveAccelerationZ;TriggerPressed;VelocityZero; CollidedControllerPosition; TriggeredControllerPosition; DistanceControllerPosition
3;42;0,9388819;-1,717834;-7,308991;5,091277;False;False;(0.0, 1.3, 0.2);(0.0, 1.3, 0.2);0,001965922;
3;43;0,856234;-1,743393;-6,323825;5,723504;False;False;(0.0, 1.3, 0.2);(0.0, 1.3, 0.2);0,001965922;
3;44;0,7883793;-2,729039;-4,140298;6,467519;False;False;(0.0, 1.3, 0.2);(0.0, 1.3, 0.2);0,001965922;
3;45;0,7007223;-3,948756;-2,12256;5,319035;False;False;(0.0, 1.3, 0.2);(0.0, 1.3, 0.2);0,001965922;
3;46;0,6037776;-4,710037;-0,6406047;1,752588;False;False;(0.0, 1.3, 0.2);(0.0, 1.3, 0.2);0,001965922;
3;47;0,5416279;-5,657047;-0,6356472;-0,3508899;False;False;(0.0, 1.3, 0.2);(0.0, 1.3, 0.2);0,001965922;
3;48;0,4659263;-6,438252;-0,5427625;-1,475543;False;False;(0.0, 1.3, 0.2);(0.0, 1.3, 0.2);0,001965922;
3;49;0,4180912;-6,261386;-0,6232653;-1,18327;False;False;(0.0, 1.3, 0.2);(0.0, 1.3, 0.2);0,001965922;
3;50;0,3709215;-4,176973;-1,956702;0,5567855;False;False;(0.0, 1.3, 0.2);(0.0, 1.3, 0.2);0,001965922;
3;51;0,3374102;-2,23633;-3,462599;2,179411;False;False;(0.0, 1.3, 0.2);(0.0, 1.3, 0.2);0,001965922;
3;52;0,3164924;-1,153245;-3,473656;2,703642;False;False;(0.0, 1.3, 0.2);(0.0, 1.3, 0.2);0,001965922;
3;53;0,3002092;-2,211388;-1,637459;3,213852;False;False;(0.0, 1.3, 0.2);(0.0, 1.3, 0.2);0,001965922;
3;54;0,1567831;-6,517322;8,707192;8,288168;False;False;(0.0, 1.3, 0.2);(0.0, 1.3, 0.2);0,001965922;
3;55;0,03060467;-1,680422;4,61505;3,799186;False;True;(0.0, 1.3, 0.2);(0.0, 1.3, 0.2);0,001965922;
3;56;0,02708836;-0,8592014;-0,1983089;1,406587;False;True;(0.0, 1.3, 0.2);(0.0, 1.3, 0.2);0,001965922;
3;57;0,01229914;0,2758164;-1,359681;1,333184;False;True;(0.0, 1.3, 0.2);(0.0, 1.3, 0.2);0,001965922;
3;58;0,04227062;-0,6689349;-2,505501;-0,5440943;False;True;(0.3, 1.4, 0.1);(0.0, 1.3, 0.2);0,3414078;
3;59;0,04123118;0,02449326;0,2226668;-0,1831533;True;True;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,4126072;
