Task;Frame;ActiveVelocityDistance;ActiveAccelerationX;ActiveAccelerationY;ActiveAccelerationZ;TriggerPressed;VelocityZero; CollidedControllerPosition; TriggeredControllerPosition; DistanceControllerPosition
2;20;0,01165679;1,212085;-0,01171671;3,808789;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;21;0,009239204;1,206335;0,6977882;4,826993;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;22;0,007601138;1,520839;2,078738;6,229386;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;23;0,01107632;1,73075;2,914288;6,921395;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;24;0,01621821;1,573054;3,185042;6,911709;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;25;0,02305077;0,3537517;3,175831;6,744927;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;26;0,02355116;-0,606824;3,255126;6,526089;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;27;0,02286172;-1,429602;3,520333;6,141845;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;28;0,02282878;-1,884041;3,633335;5,581653;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;29;0,0235438;-2,142288;3,71797;5,302319;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;30;0,02518708;-2,210716;4,416657;5,493314;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;31;0,02723301;-2,416785;5,156212;5,446207;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;32;0,03167178;-2,979987;6,207254;4,986959;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;33;1,60011;-2,839777;7,063448;3,344873;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;34;1,685273;-3,452764;7,142235;2,232981;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;35;1,749727;-3,935941;6,957532;1,051082;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;36;1,859472;-5,200232;6,359302;0,4306174;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;37;1,930493;-5,807785;6,192217;-1,018266;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;38;1,976883;-5,886426;6,108135;-2,120853;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;39;2,022357;-5,649787;5,859854;-3,145673;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;40;2,06085;-5,385991;5,243888;-4,181221;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;41;2,082468;-5,1039;4,859662;-5,137164;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;42;2,101289;-4,852654;4,221022;-6,058836;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;43;2,114528;-4,291677;3,491382;-7,048323;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;44;2,116953;-4,019472;2,615775;-7,655288;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;45;2,108407;-3,729103;1,281468;-8,110843;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;46;2,093816;-3,396146;0,1704526;-8,087216;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;47;2,070813;-2,546859;-0,9212135;-8,481844;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;48;2,036788;-1,751947;-2,257838;-8,527912;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;49;1,991596;-1,161289;-3,424401;-8,082359;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;50;1,936769;-0,5019203;-4,349579;-7,382148;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;51;1,875735;0,0579707;-4,883069;-7,082405;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;52;1,813561;0,3091717;-4,987209;-7,035011;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;53;1,750865;0,574607;-5,597305;-7,52396;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;54;1,684788;0,6719626;-6,34436;-7,754713;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;55;1,629889;0,8592944;-6,826015;-7,617738;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;56;1,558007;1,290915;-7,666322;-7,049739;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;57;1,492019;1,975492;-7,957125;-5,858234;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;58;1,442792;2,601816;-7,616917;-4,774365;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;59;1,352989;3,38925;-6,526675;-3,218614;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;60;1,2888;3,520743;-5,50213;-2,933186;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;61;1,243735;3,388174;-5,305889;-3,571219;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;62;1,200398;3,132506;-5,536671;-3,949017;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;63;1,167475;2,953692;-5,354499;-2,682464;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;64;1,136014;3,101145;-4,676311;-1,327662;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;65;1,083618;3,720665;-3,607144;0,2595003;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;66;1,026276;3,797007;-2,13961;1,460521;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;67;0,9754946;3,592261;-1,123574;1,775005;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;68;0,9190996;3,163818;-0,8974358;1,082167;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;69;0,8865802;2,865698;-1,009432;0,5657134;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;70;0,8465188;2,842639;-1,510385;0,6755558;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;71;0,8072514;2,774053;-1,826897;1,000384;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;72;0,7712739;2,932722;-2,369231;1,334478;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;73;0,7125521;3,016167;-2,474211;2,499724;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;74;0,649587;3,036668;-2,27574;3,32796;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;75;0,5920412;2,827749;-2,344924;3,677907;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;76;0,510758;3,400523;-1,814339;4,223863;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;77;0,4472266;3,182192;-1,592274;4,207413;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;78;0,3885179;2,680103;-1,421935;3,286529;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;79;0,3496509;1,821049;-1,411634;2,801366;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;80;0,3153721;1,204097;-1,856111;3,068889;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;81;0,295551;0,9588149;-1,946432;3,714438;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;82;0,2547935;1,023322;-1,180177;5,37462;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;83;0,2222216;1,383261;-0,1480497;5,332563;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;84;0,2096983;1,561885;0,1646971;4,394035;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;85;0,2103293;1,696789;-0,4548329;2,403279;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;86;0,220358;2,017923;-0,4538309;0,6236813;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;87;0,2081688;4,159519;2,439533;-0,1284951;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;88;0,1692556;5,600986;5,250986;0,4265435;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;89;0,1830707;2,931613;3,508474;1,968589;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;90;0,1947602;-1,564427;0,3505242;2,030208;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;91;0,193537;-3,481725;-2,778053;0,9236562;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;92;0,1906816;-4,640433;-4,90487;-3,296833;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;93;0,2030014;-2,994773;-4,104199;-7,767893;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;94;0,2249205;0,9979116;-0,3479396;-6,979619;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;95;0,2211545;3,361691;2,304017;-3,332835;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;96;0,2102951;1,848696;2,505443;-0,1831704;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;97;0,195669;-0,6985822;1,145643;0,6822948;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;98;0,1819777;-0,7278523;0,4194233;0,9832561;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;99;0,1636351;0,4946632;0,05918483;1,654211;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;100;0,1537106;0,3914461;-0,675097;1,692362;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;101;0,1631244;0,02979146;-2,508041;1,014336;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;102;0,2146782;-0,7281419;-2,444393;-1,512682;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;103;0,2431596;1,806524;0,6770169;-2,392049;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;104;0,2527175;1,385448;1,284887;-1,921433;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;105;0,2566107;-0,6469241;0,1586196;-0,789141;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;106;0,2401505;-0,6554949;2,033753;0,1529408;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;107;0,2087066;-0,4061909;2,965837;1,306519;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;108;0,133884;-1,090607;2,716282;3,048472;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;109;0,07978373;-1,081381;2,844823;3,364557;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;110;0,03650303;-1,062959;1,13582;1,803301;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;111;0,02733615;-0,5718958;0,3540739;0,2976835;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;112;0,0357582;-0,5297683;-0,2698514;-0,4031159;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;113;0,04823315;-0,2325709;-0,4375507;-0,6449963;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;114;0,05373458;-0,5497483;-0,3126537;-0,1345164;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;115;0,05420671;-0,2810619;0,1156222;0,5978609;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;116;0,04473041;0,1855671;0,377491;0,8989897;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;117;0,03898643;0,2097534;0,3667353;0,7383742;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;118;0,03405251;0,382143;0,135868;0,0184207;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;119;0,02646521;0,5276786;0,2183625;-0,4549271;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;120;0,01878007;0,5046672;0,2413492;-0,424517;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;121;0,01703711;0,132906;0,1857556;-0,05021268;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;122;0,01573496;-0,1362717;0,2490329;0,8115828;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;123;0,02321683;-0,2066516;0,23992;0,8158106;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;124;0,02585949;-0,02011848;-0,01859659;0,03639942;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;125;0,02039944;0,1355906;-0,2912436;-0,3183141;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;126;0,01791498;0,08503165;-0,1727777;-0,01508081;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;127;0,01740842;0,1897636;-0,1605733;0,2040766;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;128;0,02022723;0,06372482;-0,2067505;0,2752725;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;129;0,02282268;0,06078305;-0,2027006;0,3239651;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;130;0,0255785;0,05280375;-0,06574825;0,264225;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;131;0,02304204;0,3103456;0,09720816;-0,2776691;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;132;0,01414687;0,09314014;0,02464647;-0,6292184;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;133;0,01144438;-0,01029099;-0,4021055;-0,3708779;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;134;0,01313163;0,0519038;-0,1604729;0,3229665;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;135;0,01976026;-0,007094257;0,1623352;0,6065256;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;136;0,0208302;-0,2068622;0,03581447;-0,1986646;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;137;0,01164963;0,3057474;0,0812245;-0,2963941;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;138;0,01235547;-0,04144269;0,02674446;-0,2364055;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;139;0,01326027;-0,3345049;0,1612309;0,07894711;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;140;0,01294844;0,3238652;-0,07400562;0,4222175;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;141;0,00866609;-0,155301;-0,6983355;-0,2369236;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;142;0,02766187;0,2872515;-0,6351374;-1,048294;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
2;143;0,03460039;-0,1079849;-0,3382312;-0,02980684;True;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
