Task;Frame;ActiveVelocityDistance;ActiveAccelerationX;ActiveAccelerationY;ActiveAccelerationZ;TriggerPressed;VelocityZero; CollidedControllerPosition; TriggeredControllerPosition; DistanceControllerPosition
4;38;0,4901305;-3,212042;-0,6089962;3,551822;False;False;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;39;0,4996194;-2,571092;-1,720012;0,1480471;False;False;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;40;0,452587;-1,310696;-2,954026;-4,533813;False;False;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;41;0,3643916;-0,4906893;-4,459429;-7,388323;False;False;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;42;0,3094111;-0,09620452;-5,555343;-7,154773;False;False;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;43;0,3104246;-2,811819;-2,204088;-4,063686;False;False;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;44;0,110042;-6,590562;16,78637;-3,176733;False;False;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;45;0,1146994;1,728359;12,82959;-1,891446;False;False;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;46;0,1337233;-0,6710416;1,925307;-1,705325;False;False;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;47;0,1507096;0,2188563;0,1057762;-3,373244;False;False;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;48;0,14679;0,6631339;-1,537546;-2,435524;False;False;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;49;0,1350853;0,4249493;-2,15575;-0,6489207;False;False;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;50;0,1341589;-0,07019249;0,1645287;-0,4966518;False;False;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;51;0,1299948;0,1312934;-1,271708;-0,6869752;False;False;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;52;0,1084914;-0,243657;-2,944872;0,6721002;False;False;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;53;0,08175129;-0,5082231;-2,112473;1,16459;False;True;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;54;0,05242142;-0,4377396;-1,938835;1,262991;False;True;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;55;0,0360187;-0,6946591;-1,789735;1,124551;False;True;(0.3, 1.4, 0.1);(0.4, 1.2, 0.5);0,412535;
4;56;0,04190674;-0,3589239;-1,307648;0,5239464;True;True;(0.3, 1.4, 0.1);(0.3, 1.3, 0.5);0,401969;
