Task;Frame;ActiveVelocityDistance;ActiveAccelerationX;ActiveAccelerationY;ActiveAccelerationZ;TriggerPressed;VelocityZero; CollidedControllerPosition; TriggeredControllerPosition; DistanceControllerPosition
4;43;1,17834;-2,598606;-5,433965;-1,508385;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;44;1,108719;-2,809557;-4,78467;-1,351475;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;45;1,049303;-3,219963;-4,437019;-1,199032;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;46;0,9651278;-3,737982;-4,110721;-1,073001;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;47;0,8859802;-3,911233;-4,205535;-0,33234;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;48;0,8018804;-3,651407;-4,626086;0,2012642;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;49;0,7198776;-3,50369;-4,319478;0,1544404;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;50;0,6464695;-4,057146;-2,855836;0,4628456;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;51;0,5827867;-4,032414;-2,002209;0,3066637;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;52;0,5282487;-3,672867;-1,365884;-0,1316457;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;53;0,477449;-3,689985;-1,568518;-0,4535241;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;54;0,4333556;-3,267706;-1,913806;-0,2433672;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;55;0,3805729;-2,418333;-2,704009;-0,141353;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;56;0,3204653;-1,800793;-3,679049;-0,09591578;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;57;0,2705782;-1,568845;-3,774901;-0,1991614;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;58;0,2415474;-1,455333;-3,674591;-0,2506715;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;59;0,2072092;-1,319021;-3,51195;-0,8826368;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;60;0,1973005;-0,4019099;-3,851336;-0,6518241;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;61;0,2037195;0,1207362;-3,986104;-0,5273136;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;62;0,2378644;0,544174;-4,4031;0,1067532;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;63;0,2781329;0,4781952;-5,246813;0,3125294;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;64;0,3549739;0,6796726;-6,853253;0,6783266;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;65;0,4433657;0,9432903;-9,122559;0,3760957;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;66;0,5881282;1,558137;-10,45095;-1,386439;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;67;0,5690199;-20,55016;23,79139;1,339564;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;68;0,1115542;3,931691;29,65787;3,770821;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;69;0,07032395;-6,813372;-1,507188;-0,1194823;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;70;0,1275758;-1,286192;-3,448306;-0,1955449;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;71;0,1155804;0,009108603;-0,7731901;1,380652;False;False;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;72;0,09861524;-0,621226;0,7677894;1,390794;False;True;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;73;0,09211736;-0,06260988;0,1485456;0,8250218;False;True;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;74;0,08547004;0,5337952;0,589427;-0,09510735;False;True;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;75;0,07452933;0,7911174;0,5539796;-1,389248;False;True;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;76;0,07612962;0,4742448;0,3920282;-0,9854643;False;True;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;77;0,07260478;0,2926457;0,3700236;-0,05495174;False;True;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;78;0,06364401;0,1512244;0,3831564;0,3698766;False;True;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;79;0,04918627;0,09094041;0,388395;0,813163;False;True;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
4;80;0,04580746;-0,04127502;0,1363464;0,5162284;False;True;(0.2, 1.3, 0.3);(0.2, 1.2, 0.5);0,2183623;
4;81;0,01510743;-0,02872674;0,1209752;-0,09283942;False;True;(0.2, 1.3, 0.3);(0.2, 1.2, 0.5);0,2130795;
4;82;0,011424;0,1149096;-0,2974805;-0,3868595;False;True;(0.2, 1.3, 0.3);(0.2, 1.2, 0.5);0,2130795;
4;83;0,009237356;-0,001779646;-0,2046067;-0,234293;False;True;(0.2, 1.3, 0.3);(0.2, 1.2, 0.5);0,2130795;
4;84;0,01006969;0,2528468;-0,1801783;-0,1521388;False;True;(0.2, 1.3, 0.3);(0.2, 1.2, 0.5);0,2130795;
4;85;0,008380782;-0,1204925;-0,04503071;0,1235602;False;True;(0.2, 1.3, 0.3);(0.2, 1.2, 0.5);0,212802;
4;86;0,009389286;-0,1520359;-0,2367197;0,05626766;False;True;(0.2, 1.3, 0.3);(0.2, 1.2, 0.5);0,212802;
4;87;0,0145727;-0,1623989;-0,2745717;0,2442268;False;True;(0.2, 1.3, 0.3);(0.2, 1.2, 0.5);0,212802;
4;88;0,01751859;-0,1541792;-0,2623889;0,3485901;False;True;(0.2, 1.3, 0.3);(0.2, 1.2, 0.5);0,212802;
4;89;0,01747752;-0,9200935;0,3267049;-1,964922;False;True;(0.2, 1.3, 0.3);(0.2, 1.2, 0.5);0,212802;
4;90;0,02891437;0,2068349;0,2404196;-0,5010341;True;True;(0.2, 1.3, 0.3);(0.1, 1.2, 0.5);0,1955172;
