Task;Frame;ActiveVelocityDistance;ActiveAccelerationX;ActiveAccelerationY;ActiveAccelerationZ;TriggerPressed;VelocityZero; CollidedControllerPosition; TriggeredControllerPosition; DistanceControllerPosition
1;26;2,00308;-4,115837;6,018991;-5,729995;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;27;2,036638;-3,510242;4,345922;-6,628874;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;28;2,067307;-2,729709;3,632883;-7,28671;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;29;2,097158;-2,321497;3,037868;-8,474333;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;30;2,114727;-2,307337;1,491644;-9,156769;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;31;2,102313;-2,056771;-0,4616417;-9,791086;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;32;2,072082;-1,090267;-2,444049;-9,895753;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;33;2,022177;0,1138759;-3,959635;-9,000778;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;34;1,972889;1,099429;-4,744834;-7,629448;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;35;1,920541;1,435653;-4,697052;-6,239838;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;36;1,873769;1,645513;-4,288699;-5,953248;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;37;1,817688;1,539942;-4,539538;-6,226739;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;38;1,768052;1,438456;-5,362845;-6,16363;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;39;1,717761;1,657057;-6,106671;-5,582055;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;40;1,645314;1,976227;-6,666409;-4,46878;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;41;1,589268;2,002855;-6,972541;-3,689327;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;42;1,509284;2,391393;-6,856939;-2,82066;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;43;1,438684;2,626244;-6,4196;-1,866069;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;44;1,380499;2,706272;-5,830713;-1,082778;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;45;1,30726;2,623845;-5,084581;-0,6758969;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;46;1,245723;2,591942;-5,260081;-1,125179;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;47;1,205026;2,524306;-5,326024;-1,38134;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;48;1,148115;2,310465;-5,150264;-1,663774;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;49;1,103338;2,804419;-5,11671;-1,798686;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;50;1,064116;3,284266;-5,117798;-1,659321;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;51;1,010121;3,637407;-4,692411;-0,967589;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;52;0,9550216;3,215369;-4,540763;-0,06097388;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;53;0,9132019;3,184065;-4,451391;0,411392;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;54;0,8584608;3,206518;-3,959348;0,8800022;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;55;0,8154238;3,752813;-3,341822;1,041303;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;56;0,7667117;4,166923;-2,797873;0,7399654;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;57;0,7230027;3,799013;-2,95433;0,29869;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;58;0,6985251;3,917306;-2,850486;0,3964798;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;59;0,6676526;3,818953;-2,302648;1,00838;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;60;0,6283069;4,300056;-1,097959;1,656405;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;61;0,5774336;4,800827;-0,08415006;2,457604;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;62;0,5244569;4,214674;0,1529385;2,954586;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;63;0,4830562;2,963607;0,1331669;2,932948;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;64;0,4422083;2,250266;-0,3597134;2,689159;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;65;0,4092826;1,934952;-0,5263159;1,768474;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;66;0,3925615;1,935205;-0,1303732;2,042176;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;67;0,3588701;1,81377;1,460175;4,426084;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;68;0,268746;0,8469566;2,592788;6,415518;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;69;0,1732004;0,2055844;2,798244;7,926988;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;70;0,1021876;-0,9047153;2,147937;7,362655;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;71;0,1083935;-1,615467;-0,9602321;4,198084;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;72;0,105659;-0,9080383;-2,847088;0,2894745;False;False;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;73;0,09414469;-0,481096;-2,663741;-1,290234;False;True;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;74;0,09071987;-1,309711;-2,184171;-1,075854;False;True;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;75;0,09230536;-0,3903996;-0,9523418;-1,642022;False;True;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;76;0,07788326;-0,07280975;0,7442533;-1,7855;False;True;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;77;0,05448303;0,7350636;2,085125;-0,8363577;False;True;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;78;0,04775077;0,5372654;1,733636;-0,889488;False;True;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;79;0,05012611;0,1623032;0,9519303;-0,1426857;False;True;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0);0;
1;80;0,04174016;-0,8585281;1,05804;-0,6852036;False;True;(-0.1, 1.4, 0.1);(0.0, 0.0, 0.0);1,457215;
1;81;0,02089367;-0,431973;0,3756412;0,6487841;False;True;(-0.1, 1.4, 0.1);(0.0, 0.0, 0.0);1,457215;
1;82;0,02523644;0,4407329;0,4137229;-0,173279;False;True;(-0.1, 1.4, 0.1);(0.0, 0.0, 0.0);1,457215;
1;83;0,02862185;-0,5774138;0,1558383;-0,7967826;False;True;(-0.1, 1.4, 0.1);(0.0, 0.0, 0.0);1,457215;
1;84;0,03456863;1,236648;-0,2268762;0,3209954;False;True;(-0.1, 1.4, 0.1);(0.0, 0.0, 0.0);1,457215;
1;85;0,04715339;0,7665175;-0,1858644;-0,4782888;True;True;(-0.1, 1.4, 0.1);(-0.1, 1.4, 0.1);0,01131202;
