Task;Frame;ActiveVelocityDistance;ActiveAccelerationX;ActiveAccelerationY;ActiveAccelerationZ;TriggerPressed;VelocityZero; CollidedControllerPosition; TriggeredControllerPosition; DistanceControllerPosition
3;53;1,144269;-7,011278;-4,677355;-0,3169793;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;54;1,063501;-5,451717;-4,907526;1,813594;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;55;0,9536375;-4,780591;-4,190901;2,849997;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;56;0,8682728;-5,142028;-2,538714;2,027402;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;57;0,8046499;-5,377638;-1,866294;1,412723;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;58;0,7286233;-5,333336;-2,180243;0,6299831;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;59;0,6711028;-4,478835;-3,223936;0,7535257;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;60;0,613934;-3,690018;-3,579351;2,019091;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;61;0,5503797;-2,970197;-3,44277;3,327528;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;62;0,4922534;-2,154603;-2,684432;3,989515;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;63;0,4259151;-1,549533;-1,806912;4,315969;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;64;0,3526034;-2,345927;-0,03624225;5,022167;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;65;0,2729288;-3,590938;3,263439;6,15361;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;66;0,2176881;-2,58752;4,180625;4,391753;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;67;0,1671851;-1,46786;1,116245;3,446612;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;68;0,1341839;0,1661945;-2,301498;0,9251629;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;69;0,1147901;-0,3342823;-3,08513;-0,2466538;False;False;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;70;0,09035775;-1,021675;-2,010918;0,2191819;False;True;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;71;0,08056927;-0,9330971;-0,7741563;-0,001652732;False;True;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;72;0,07999709;-0,4767354;0,3222212;-0,3118769;False;True;(-0.1, 1.4, 0.1);(-0.1, 1.3, 0.3);0,1836097;
3;73;0,08523025;-0,4757401;-0,1316418;-0,141342;False;True;(0.2, 1.4, 0.1);(-0.1, 1.3, 0.3);0,3423098;
3;74;0,07663213;-0,2260546;-0,5949175;0,9012461;False;True;(0.2, 1.4, 0.1);(-0.1, 1.3, 0.3);0,3423098;
3;75;0,06261809;0,2357222;-1,951636;1,277397;False;True;(0.2, 1.4, 0.1);(-0.1, 1.3, 0.3);0,3420466;
3;76;0,008038484;0,1446777;-0,02652739;-0,04255939;False;True;(0.2, 1.4, 0.1);(-0.1, 1.3, 0.3);0,3420466;
3;77;0,00719937;0,05077587;-0,1154155;0,08591324;False;True;(0.2, 1.4, 0.1);(-0.1, 1.3, 0.3);0,3420466;
3;78;0,005001824;0,1113027;0,03408735;0,01914556;False;True;(0.2, 1.4, 0.1);(-0.1, 1.3, 0.3);0,3420466;
3;79;0,004944861;0,2514933;-0,1633322;-0,1295242;False;True;(0.2, 1.4, 0.1);(-0.1, 1.3, 0.3);0,3420466;
3;80;0,006167394;0,1221967;-0,2376209;0,08926229;False;True;(0.2, 1.4, 0.1);(-0.1, 1.3, 0.3);0,3420466;
3;81;0,006774293;-0,07986666;-0,006076857;0,5089534;False;True;(0.2, 1.4, 0.1);(-0.1, 1.3, 0.3);0,3420466;
3;82;0,005932117;-0,9131137;0,07091864;0,3324829;False;True;(0.2, 1.4, 0.1);(-0.1, 1.3, 0.3);0,3420466;
3;83;0,011907;-0,6238927;-0,1942189;-0,4384095;True;True;(0.2, 1.4, 0.1);(0.2, 1.2, 0.5);0,4160589;
